0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
,,,0.9286482569540778,0.03650811072004506,0.02621151754478031,0.931159542883525,8.37626240432338,992.3485768441388,0.7751316944570303,6860206.019229512,0.694736836300754,0.6842054808530805,10.128047009291555,134834.22034989955,0.6701339208349791,5.448569221754761,0.4565697033420122,9.045984405415277,192045.35546100343,0.6689070344696021,0.0035377419120846405,9.795490884808675,356.15519781891555,0.7395130098709295,0.5603299598066174,29.5,16.5,21,1.5,70,20,-0.057840211054347224
,,,0.9441723863621051,0.04037016753416685,0.036033610144684695,0.9190804345335573,11.07220210843921,357.1315931913924,0.7857706193930418,6734509.760501111,0.6075297647653903,0.7049842464214072,10.923202536101158,116650.10550660097,0.7543855743987699,4.100009628239375,0.2979631819131323,9.729260669372461,217184.60708773532,0.6797259615476757,0.00026775758997369797,3.085279192652596,284.7470901129245,0.6021090205998026,1.3232503677005798,29.5,16.5,21,1.5,70,20,-0.08716832499270089
,,,0.9208723945633548,0.02812141338227362,0.040591535178671714,0.9761006458658693,11.833603204203673,774.0745868228335,0.7219410669693705,7225050.80241089,0.7848140444333276,0.7521517158684454,11.13897812719378,155823.5024857431,0.7374641130629861,4.577725873084717,0.2310316472785001,10.968689214691338,215696.38027995772,0.6156336404290743,0.004706740666152972,4.520418988591129,271.32498322035974,0.6277194819291755,0.6665248703350268,29.5,16.5,21,1.5,70,20,-0.3283010774683638
,,,0.9406131162390692,0.025636514296759946,0.02894354700274079,0.990125814952036,8.212020405687493,624.3254596597023,0.6551116376269941,7211938.44593856,0.6314934444713658,0.7466014937124837,11.28039876938938,142509.7699153983,0.6152284280812781,5.9731965319196885,0.2624221408609394,9.493833201139225,196065.46491730318,0.6431251625896228,0.004568693602781906,10.92127737584908,343.0670734253533,0.7699351875863312,1.4100824664747982,29.5,16.5,21,1.5,70,20,-0.08887823463556355
,,,0.900157203883557,0.04090892187713174,0.03867598227531103,0.9943746935826536,10.407233518223332,1081.2059376313937,0.7415294533242465,7669781.583789811,0.6802390490967135,0.66953326648476,10.363390646177054,131875.156880392,0.750093144997201,6.125713367889311,0.4476747680813826,11.880228534892668,214383.52905695606,0.6880776049824728,0.0018579885187578332,5.667491681573969,329.4025707658286,0.6339617963869438,0.8214201691989502,29.5,16.5,21,1.5,70,20,-0.18983721127603534
,,,0.9069623380574812,0.037095789626274855,0.04170711187356356,0.9560649415433835,8.635828525380292,615.8977845808118,0.6377725093812916,7643115.735654011,0.6475543971217486,0.6859562106453806,10.91230503478252,142169.966435641,0.6764669916110752,4.140929669593028,0.3945437079547932,11.791933336467242,199965.48540954466,0.6293080270739844,0.0021341823706647004,11.344768482114583,217.50724251109685,0.6364789871540021,0.7784116793982505,29.5,16.5,21,1.5,70,20,-0.10541791805574136
,,,0.9345183654633353,0.04188314150633872,0.02149581807509528,0.97148670579114,9.78068458109122,653.1524866708876,0.6655047618750785,6987135.47491089,0.7373162951178429,0.7280771445751646,11.470858933794384,122221.22934413751,0.6245162604993162,4.276588208340731,0.11543937410516533,5.933898147556254,211554.92267198648,0.7225118349413716,0.003933866951742278,9.577337813634099,290.1342177342143,0.6912106249766089,0.3810148882561,29.5,16.5,21,1.5,70,20,-0.3478534086156814
,,,0.9270728984518717,0.048494187493645896,0.03144916306342289,0.935446660607988,8.266976999232503,689.9428262123167,0.6214693620611091,7404829.734547062,0.6652583505336562,0.8370285721209048,11.676605552816195,165560.87632590416,0.6861474365860105,3.6157220013652207,0.21636066730287914,5.411570429700812,246101.95155096447,0.7891007608470939,0.0015153894813307765,5.461914123540419,228.00096401874055,0.6689878616498682,1.3608108228669293,29.5,16.5,21,1.5,70,20,-0.04430554814750387
,,,0.9296268329044151,0.03490807100112185,0.03391758811082106,0.9262721124688633,9.392180833094683,585.0532436358443,0.6341037863076058,7026460.478638958,0.7300483543067947,0.8302054118247778,11.11418061743643,168668.17242075282,0.7237462808722833,5.377988407969301,0.2732917296425892,12.99987316783095,185827.2860266513,0.6476383467802151,0.004688297428983008,4.746473323758825,232.96497734415212,0.7755984499574893,1.8157334895052009,29.5,16.5,21,1.5,70,20,-0.2694845271535088
,,,0.9412531989070128,0.022299164925012833,0.02776625982932721,0.9376721578015905,11.684097943712345,501.8783323309632,0.7992351977780047,6626861.075295907,0.799762760750893,0.7367364423715286,10.747327022529593,164298.45143454985,0.7812334084867049,3.835917080651366,0.25922618897791133,7.125895463303552,170768.5028693827,0.6505355578473297,0.003463823558274138,10.192076410588694,276.8329272344329,0.7036432968813215,1.0069728915547103,29.5,16.5,21,1.5,70,20,-0.37135225130694727
