0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,,,0.9282617056837359,0.03258332025661147,0.02236603602736282,0.9166704160947418,8.318144026280853,480.37542913929343,0.6054077570387394,24.75,20.25,15.0,-1.5,20,60,-0.20773075139667596
,,,0.915246978799072,0.024593878514852018,0.020613211546898456,0.9323475231862715,10.168857647466105,555.6385072777464,0.7307161459301079,24.75,20.25,15.0,-1.5,20,60,-0.23012726968150893
,,,0.944906254580521,0.03286630981606531,0.02606318192913414,0.9314240280406616,10.113803874264956,502.6768010517523,0.7395380031778692,24.75,20.25,15.0,-1.5,20,60,-0.40303654491151736
,,,0.9182495461998496,0.02397827925880011,0.025078359647267522,0.9236519564254162,11.043361974013713,411.31714719726705,0.6008804664696243,24.75,20.25,15.0,-1.5,20,60,-0.43864191828493754
,,,0.9402719497261286,0.03153999014859227,0.0307173045401753,0.9762012749570471,11.819192329661355,479.51591560112905,0.6927952611582985,24.75,20.25,15.0,-1.5,20,60,-0.3755883502789408
,,,0.9267593982624179,0.024267608934931646,0.03292670467082701,0.9904797482255119,10.473446124175933,518.2870894081933,0.7001910451237116,24.75,20.25,15.0,-1.5,20,60,-0.04543274058675206
,,,0.9324497398424505,0.033784918224400246,0.0279428717027995,0.994283943979522,8.58240298636404,406.06978540702016,0.6332612783003873,24.75,20.25,15.0,-1.5,20,60,0.18573189299471599
,,,0.9237767105569552,0.0389647062166338,0.028362457301906306,0.9446958828231643,9.98866733414393,573.721709641284,0.6318511995483533,24.75,20.25,15.0,-1.5,20,60,-0.17613623002337497
,,,0.9080653661575644,0.02986038938686038,0.024110761794951124,0.9349007019578108,11.703377458436952,417.2677863511645,0.6273415151804298,24.75,20.25,15.0,-1.5,20,60,0.1679415771431209
,,,0.9214875711936734,0.02141817274776276,0.02359340858908609,0.9574976526739266,8.792861612931514,401.73838384343486,0.6610356694284051,24.75,20.25,15.0,-1.5,20,60,0.05884778260931495
,,,0.9270336136001832,0.027624909242352755,0.03365628461121951,0.9493022951697634,10.380316952287743,551.0955186229206,0.6195222358161534,24.75,20.25,15.0,-1.5,20,60,-0.26784781406049823
,,,0.9010626532034554,0.028605001059508132,0.034480806267361,0.9552418571349569,11.024392542147314,498.40769372406055,0.6476226675740555,24.75,20.25,15.0,-1.5,20,60,0.11448644538165936
,,,0.9039064374533444,0.02912256144689314,0.02367368993569521,0.9267047498932193,9.121440524448037,467.5700931598194,0.6074806397410203,24.75,20.25,15.0,-1.5,20,60,0.09983552919950395
,,,0.9131392453711176,0.037383695951038784,0.034357595884003146,0.9216828951061695,10.317024828565923,457.77352005751675,0.674106776298095,24.75,20.25,15.0,-1.5,20,60,-0.27468199358063117
