0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
,,,0.925287403,0.037434259,0.025536055,0.914459433,8.300218171,948.6983902,0.77551301,6360.183311,0.687079894,0.696845089,10.07413583,3.787742185,1.883245068,117275.4409,0.778145642,145424.3099,0.751782694,0.225344156,10.1315567,343.9867331,0.856316566,0.000246865,6.224257564,0.354386367,243.8008448,0.853440536,27,18,15,-9,70,8,-39.0981505
,,,0.924557879,0.024266326,0.034358894,0.968399143,10.91790186,321.3619055,0.786109021,6584.027982,0.600415838,0.740677584,10.87657362,3.925818986,2.03092841,135244.2076,0.689748592,156107.8276,0.633635709,0.141413459,12.54359248,283.0031609,0.819376235,0.001869271,3.935839238,0.959980657,252.2530507,0.875374566,27,18,15,-9,70,8,-24.65946216
,,,0.944304308,0.038731634,0.039145046,0.972075569,11.79574177,728.9624245,0.623719482,6579.180484,0.787849461,0.732591998,11.0106114,3.016482302,2.502918493,148908.2689,0.657071494,143793.8522,0.758647879,0.232641828,12.2117193,378.5788799,0.860256376,0.000363582,3.783220792,0.888844156,306.4120555,0.830191508,27,18,15,-9,70,8,-21.63178691
,,,0.918086458,0.02387861,0.026468774,0.991286739,8.160567723,547.8018304,0.729935188,6112.268037,0.675560883,0.655563046,11.15615812,5.093265091,1.953978149,161365.1975,0.67441602,164499.2504,0.705859419,0.41923228,9.929970773,249.4211586,0.810850713,0.002539681,5.183660227,0.862456396,232.2285309,0.809845145,27,18,15,-9,70,8,-1.845464512
,,,0.912001428,0.043659951,0.036211641,0.994525021,8.145551858,1080.311568,0.629961796,6965.233427,0.761081394,0.694669937,10.29282651,3.122435143,2.143705692,126818.1532,0.775485334,163840.3411,0.626522355,0.118561449,8.160385477,240.1966433,0.844494412,0.000431207,5.759652314,0.61479462,399.5750968,0.799136944,27,18,15,-9,70,8,-15.35890277
,,,0.931449583,0.035479815,0.039996204,0.934104694,9.228785992,576.7825913,0.624478987,6941.339822,0.727291041,0.825917898,11.34209352,4.97482365,2.398730221,136999.3364,0.735995619,160838.3355,0.661798396,0.193362032,11.20053007,384.1242275,0.83749675,0.001449009,5.353689512,0.811857659,294.1192362,0.788727451,27,18,15,-9,70,8,-36.48189201
,,,0.913836863,0.032443685,0.023376775,0.950461959,11.72326125,597.6039798,0.659210625,6440.563827,0.658073296,0.816263829,11.6420203,3.529979648,1.74366844,163970.0529,0.602431051,171727.2474,0.700754529,0.109503229,6.714612055,254.216725,0.78652407,0.002384196,4.232841823,0.99434633,286.6773934,0.849513077,27,18,15,-9,70,8,-14.13094982
,,,0.926572315,0.040055791,0.029765114,0.927603828,10.45418405,642.0043381,0.608987862,6764.894902,0.713847226,0.772033183,11.72175524,4.337854243,1.852807044,133266.2682,0.737618823,119875.9834,0.66603159,0.176998363,6.387101668,335.0481309,0.797763435,0.000415589,4.138507897,0.466329233,335.3262957,0.870514731,27,18,15,-9,70,8,-12.61241279
,,,0.941999207,0.048400223,0.033145752,0.925702978,11.33621037,394.342398,0.69959845,6757.629716,0.797257736,0.726915822,11.90881493,5.387357439,2.474336333,142702.0725,0.640900828,156997.6927,0.670114337,0.294691603,12.43631871,226.1495168,0.81378364,0.000918891,5.250909688,0.225105956,268.6012425,0.82938702,27,18,15,-9,70,8,-34.01548158
,,,0.916286847,0.033389881,0.023980334,0.922966132,8.556478405,753.7481726,0.723643297,6868.318273,0.666323874,0.833973314,10.7777792,3.601872814,2.071257991,147786.6841,0.677028384,142420.0159,0.695242415,0.477689666,10.06276451,231.3631403,0.822392883,0.002581952,6.535735085,0.442859891,288.1543662,0.854079422,27,18,15,-9,70,8,-25.95853701
,,,0.937280455,0.021064397,0.038043144,0.980832141,9.562507196,358.508693,0.75177324,6214.406667,0.638919556,0.762281584,10.1702517,4.318011933,2.13349886,170587.8128,0.64991782,137712.467,0.790942083,0.238505456,5.326137849,352.1337061,0.851227692,0.001096563,5.804426591,0.88185171,315.5155246,0.807678816,27,18,15,-9,70,8,-23.49458013
,,,0.919159749,0.033831243,0.033745403,0.965955707,10.27197756,1070.506305,0.798080922,6138.365701,0.681643732,0.795853841,11.36761654,5.671595697,2.369984624,122313.692,0.665469111,133294.8062,0.786655166,0.349430729,6.059434308,301.4670083,0.842175435,0.001805385,3.815850459,0.333432401,385.2597329,0.866896342,27,18,15,-9,70,8,-10.1943052
,,,0.922164064,0.035607693,0.04157466,0.930401129,10.07629629,971.0341294,0.718708375,6668.160809,0.622516877,0.861336049,11.42679814,5.778196862,2.701893442,166942.2694,0.743655258,150575.9539,0.712453548,0.403215329,12.16446043,336.9482816,0.832783074,0.000969593,5.640736072,1.091674888,248.5159156,0.877273386,27,18,15,-9,70,8,-5.641076735
,,,0.932285187,0.021677327,0.024246627,0.900430719,10.77136882,987.4473838,0.619114064,6623.825547,0.766797252,0.752545567,10.32001606,4.821754993,1.938691204,160698.9051,0.621473182,118479.7869,0.658882465,0.159177495,5.240057338,205.7890919,0.835426643,0.001049147,4.090180672,0.812887394,345.8738449,0.818442476,27,18,15,-9,70,8,-18.2641932
,,,0.93979284,0.046086288,0.046719416,0.902583734,9.383852029,417.0767423,0.712524058,6990.342359,0.610844487,0.66573727,10.11223565,5.523984321,2.568562969,124658.0439,0.645493778,168500.8879,0.718001221,0.277962234,6.497202133,388.2895056,0.793318846,0.001995472,4.945310033,0.272042255,258.3932243,0.805354147,27,18,15,-9,70,8,-7.22747746
,,,0.909905757,0.036278529,0.035182019,0.910345515,11.05011714,1179.581611,0.790403829,6558.161674,0.700207864,0.703058278,11.04316998,4.199360971,2.544210562,162674.9167,0.781534138,161843.6629,0.755576398,0.207587263,9.684388278,271.8165266,0.825249401,0.002731405,4.037851577,0.744406398,324.1238824,0.833544481,27,18,15,-9,70,8,-28.7881151
,,,0.943975087,0.02194134,0.030435703,0.988758731,8.46740436,1024.344295,0.652137192,6396.087488,0.743438991,0.712828737,11.28765958,3.422357517,2.436851445,155500.475,0.751346481,133628.031,0.767679484,0.438564289,11.50284833,264.8930216,0.838565082,0.000858784,4.455497364,0.572250496,205.0995826,0.810946426,27,18,15,-9,70,8,-34.81509945
,,,0.93423229,0.028959502,0.042307791,0.949821668,8.588974528,1003.413652,0.605990264,6341.316597,0.733833013,0.683573512,10.69544946,3.219294427,2.108740856,115109.0797,0.714603153,123225.0928,0.732220626,0.489955354,7.350848192,215.6892311,0.78475605,0.001738538,4.547666286,0.418182768,260.1311995,0.787235454,27,18,15,-9,70,8,-17.33330573
,,,0.907881298,0.030115702,0.025146843,0.907230696,10.69283758,450.4152852,0.724619371,6693.851456,0.669049664,0.859688523,10.49939435,3.386564156,1.770159708,154098.7969,0.702456675,153755.0222,0.603282566,0.267769759,12.81935482,313.7035726,0.794205892,0.000778066,5.428627293,0.580047715,217.6813416,0.872912652,27,18,15,-9,70,8,-29.24070127
,,,0.906328255,0.047425871,0.045174788,0.904823893,10.51766531,1051.457733,0.760731692,6811.43795,0.728967058,0.869561273,11.6941998,4.556934973,1.71981997,158271.237,0.633336572,169014.8391,0.77615079,0.375504269,8.254773453,331.9420965,0.863438046,0.001955752,6.28067612,0.603397291,223.5804001,0.861788183,27,18,15,-9,70,8,-13.14346834
